,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
0,0.0318308249115943,0.0405029356479644,0.0455648973584175,0.0463801436126232,0.1285856366157531,0.1530883610248565,0.1502393782138824,0.1578753292560577
1,0.0188512597233057,0.0194656308740377,0.0256811026483774,0.0266442075371742,0.0754644870758056,0.0815337598323822,0.0807863995432853,0.0884056985378265
2,0.0187943037599325,0.0182579476386308,0.0246317610144615,0.0249536093324422,0.0791090056300163,0.0761281624436378,0.0791783034801483,0.0840894505381584
3,0.0180468689650297,0.0189502537250518,0.0248755849897861,0.0254406481981277,0.0758146420121193,0.0837325304746627,0.0836741477251052,0.089977741241455
4,0.0176787618547678,0.0179822780191898,0.0241679530590772,0.0247011613100767,0.0722148865461349,0.0757908746600151,0.078267328441143,0.0842761397361755
5,0.017531756311655,0.0178639274090528,0.0239680632948875,0.0245269127190113,0.0712948590517044,0.0751189291477203,0.0774404853582382,0.0836458951234817
6,0.0175800677388906,0.0179389342665672,0.0241120345890522,0.0248678103089332,0.0693057477474212,0.0734736546874046,0.0761312246322631,0.0828878059983253
7,0.0175815224647521,0.018440892919898,0.0243785306811332,0.0252163410186767,0.0700356289744377,0.0778912529349327,0.0785547345876693,0.0855934992432594
8,0.0173889435827732,0.0178038664162158,0.0239262618124485,0.0245306082069873,0.0718436166644096,0.075065478682518,0.0780078098177909,0.0847944468259811
9,0.0173105243593454,0.0181026086211204,0.0239825472235679,0.024690793827176,0.0716983154416084,0.0769387856125831,0.0783032700419426,0.0851887166500091
10,0.0172298792749643,0.0179926343262195,0.0239131599664688,0.0246119815856218,0.0710039138793945,0.0763050392270088,0.0780270621180534,0.0849511623382568
11,0.0176892820745706,0.0183342769742012,0.0241589192301034,0.0244208443909883,0.0809917151927948,0.0834304243326187,0.0849598348140716,0.0909664332866668
12,0.0172212682664394,0.0177483912557363,0.0237156469374895,0.0243760775774717,0.0719661712646484,0.0747563987970352,0.0772029384970665,0.0840803831815719
13,0.0175733249634504,0.0185623317956924,0.0246310755610466,0.0255199074745178,0.0728117674589157,0.080068439245224,0.0821736678481102,0.0893643200397491
14,0.0174504164606332,0.0178758446127176,0.0239643584936857,0.0247980300337076,0.070673331618309,0.0723559632897377,0.0759936347603797,0.0833116769790649
15,0.0172829162329435,0.0177606083452701,0.0238441657274961,0.0245993584394454,0.071293868124485,0.0736897811293602,0.0770707353949546,0.0841289907693862
16,0.0172998644411563,0.0177859850227832,0.0237507913261652,0.024249380454421,0.0745406970381736,0.0757775977253913,0.0787131041288375,0.0849922224879264
17,0.0172476731240749,0.017719317227602,0.0236893333494663,0.0241432636976242,0.0748052969574928,0.0759002119302749,0.078962542116642,0.0850180014967918
18,0.0172338467091321,0.0178161710500717,0.023777013644576,0.0241167750209569,0.0768384262919426,0.0785134732723236,0.0814169496297836,0.0872745141386985
19,0.0172486137598752,0.0175838265568017,0.0236481484025716,0.0240313448011875,0.0758756175637245,0.0758652910590171,0.0797673612833023,0.0857336446642875
20,0.0177177414298057,0.0177888981997966,0.0238596592098474,0.0239626727998256,0.081773392856121,0.0795680284500122,0.0835989564657211,0.0889344587922096
21,0.0178139973431825,0.0189978219568729,0.0249262452125549,0.0262498632073402,0.0697714984416961,0.0790586695075035,0.0799605995416641,0.0876161158084869
22,0.0168988928198814,0.0176216624677181,0.0235790126025676,0.0242097340524196,0.0706546530127525,0.0742383673787117,0.0770435705780983,0.0833304300904274
23,0.0170417446643114,0.0183629635721445,0.0241129826754331,0.0248207729309797,0.0715285763144493,0.0795121043920517,0.0803787633776664,0.0866398960351944
24,0.0171540305018425,0.0188355762511491,0.0244146194308996,0.0252218507230281,0.0731802135705947,0.0829292237758636,0.0825167596340179,0.089349515736103
25,0.016813600435853,0.0178505722433328,0.0237558484077453,0.0244732461869716,0.0708515420556068,0.0760949924588203,0.0783996358513832,0.0849398747086525
26,0.0167649276554584,0.0177191756665706,0.023709662258625,0.0245018955320119,0.0693548545241355,0.0742341130971908,0.0772033557295799,0.083828218281269
27,0.0168155562132596,0.0177185870707035,0.0236015580594539,0.0240449663251638,0.0736083313822746,0.07704558968544,0.079603299498558,0.085542656481266
28,0.0168303865939378,0.0178318656980991,0.0238245446234941,0.0247495826333761,0.0680006220936775,0.0736604705452919,0.0766073539853096,0.0835791230201721
29,0.0166933108121156,0.0175855215638875,0.023588178679347,0.0244120527058839,0.0688929930329322,0.0729986429214477,0.0763071402907371,0.0833202302455902
30,0.0168856345117092,0.0184528417885303,0.0241185165941715,0.0245307777076959,0.0759982541203498,0.0830120593309402,0.0839150622487068,0.0898976698517799
31,0.016515577211976,0.017768146470189,0.0236622411757707,0.0241558700799942,0.0721520707011222,0.0772734880447387,0.0800146609544754,0.0860967636108398
32,0.0164561215788126,0.0174538847059011,0.0234437379986047,0.0238949377089738,0.0710082501173019,0.0742109790444374,0.0779219418764114,0.0839350447058677
33,0.0165531020611524,0.0183299854397773,0.0242256037890911,0.0248680524528026,0.070780873298645,0.0799228996038436,0.0821467712521553,0.0888581052422523
34,0.016258118674159,0.0176259838044643,0.0235125012695789,0.0239299684762954,0.0699710398912429,0.0761675387620925,0.0786786898970604,0.0850898623466491
35,0.0163464173674583,0.0182971805334091,0.0240878798067569,0.0249774325639009,0.0685492604970932,0.0787233933806419,0.0801288560032844,0.0877450555562973
36,0.0166588500142097,0.0194292832165956,0.0248516108840703,0.0255371965467929,0.0756556615233421,0.0885293036699295,0.087915152311325,0.0956424549221992
37,0.016095170751214,0.0181129518896341,0.023842604830861,0.0241772159934043,0.0726753994822502,0.0804233700037002,0.0824286639690399,0.0891450047492981
38,0.0164904985576868,0.0180416069924831,0.0240640081465244,0.0249660015106201,0.0682634115219116,0.0753983557224273,0.0785270929336547,0.0860888510942459
39,0.0158960614353418,0.017468674108386,0.0234422050416469,0.0236898493021726,0.0716996565461158,0.0757445320487022,0.0795335844159126,0.0860264375805854
40,0.0158922541886568,0.0178029350936412,0.0235844366252422,0.0240404307842254,0.070458099246025,0.0770621001720428,0.0794821977615356,0.0864008069038391
41,0.0162634532898664,0.0176927000284194,0.0236542671918869,0.0244575887918472,0.0682063028216362,0.0731584057211875,0.0764645263552665,0.084417313337326
42,0.0156493242830038,0.0177303664386272,0.0236136894673109,0.0240942910313606,0.0683146640658378,0.0754489004611969,0.078543946146965,0.0857058092951774
43,0.0157572850584983,0.0172692239284515,0.0232914201915264,0.0238344315439462,0.0675003007054328,0.0717497020959854,0.0756416246294975,0.0828225463628768
44,0.0157439019531011,0.0175598319619894,0.0234693698585033,0.0238834992051124,0.0698197260499,0.0743818581104278,0.0780248194932937,0.0852636843919754
45,0.0155806178227067,0.0172991976141929,0.0232729464769363,0.0235591754317283,0.0689449459314346,0.0737001523375511,0.0773494392633438,0.0843451768159866
46,0.0156320482492446,0.0174329858273267,0.0234184730798006,0.0234504751861095,0.0714647397398948,0.0763215646147728,0.0800795704126358,0.0862802937626838
47,0.0154949920251965,0.0175533909350633,0.0234780926257371,0.0237790066748857,0.0701765343546867,0.0764070972800254,0.0797437280416488,0.0871197655797004
48,0.0153241762891411,0.017132194712758,0.0229905843734741,0.0236645694822073,0.0635033100843429,0.0696887522935867,0.0725723952054977,0.0802670419216156
49,0.0155242150649428,0.0172787960618734,0.0232356917113065,0.023349642753601,0.0709540024399757,0.0755605846643447,0.0788882076740264,0.0856720730662345
50,0.0152991721406579,0.0170202739536762,0.0230024401098489,0.0234851464629173,0.0652921721339225,0.0706629604101181,0.0740207284688949,0.0811393558979034
51,0.0152391782030463,0.0172777995467185,0.0232118051499128,0.0237092915922403,0.0658561363816261,0.072046048939228,0.0752567127346992,0.0821681767702102
52,0.0153265511617064,0.0168294012546539,0.0227433405816555,0.02309250831604,0.0659881755709648,0.0693832263350486,0.0730102062225341,0.0793347209692001
53,0.0151202781125903,0.0173949655145406,0.0232549030333757,0.0237828344106674,0.0638897642493248,0.0718779563903808,0.0744802132248878,0.0818274989724159
54,0.0153269581496715,0.0171552840620279,0.0230796281248331,0.0237082224339246,0.0620626360177993,0.0692486688494682,0.0718817934393882,0.0787747129797935
55,0.0153755880892276,0.0176400858908891,0.023568719625473,0.0240731630474329,0.0671511888504028,0.0744791030883789,0.0774457901716232,0.0843330398201942
56,0.0153231164440512,0.0178585406392812,0.0235466975718736,0.0239220708608627,0.0663242116570472,0.0757550597190857,0.077102206647396,0.0837327912449836
57,0.0150681156665086,0.0173391457647085,0.0231064315885305,0.0232172291725873,0.0673941299319267,0.0738567560911178,0.0762966200709343,0.0827182233333587
58,0.0152273559942841,0.016925923526287,0.0228690933436155,0.0229171868413686,0.0684586465358734,0.0729229971766471,0.0758638754487037,0.0822920054197311
59,0.0149264158681035,0.0173761509358882,0.0231113396584987,0.0233174227178096,0.0644983425736427,0.0730323940515518,0.0751049816608429,0.081737607717514
60,0.0150226596742868,0.0168119706213474,0.0226228255778551,0.0230893436819314,0.0609666928648948,0.0672626569867134,0.0696998238563537,0.0766070187091827
61,0.0150333419442176,0.0173796284943819,0.0230123829096555,0.0234396941959857,0.065174676477909,0.0738062858581543,0.0752685293555259,0.0826597735285759
62,0.0152288516983389,0.0185362678021192,0.0239004734903574,0.0243995711207389,0.0684303864836692,0.081303633749485,0.0806963816285133,0.0886385217308998
63,0.0150327887386083,0.0169013608247041,0.0227812547236681,0.0230055265128612,0.0660066306591034,0.0720058754086494,0.0747786089777946,0.0815009698271751
64,0.0148673979565501,0.0167999994009733,0.0226509999483823,0.0231036972254514,0.0598065592348575,0.066689983010292,0.0693302899599075,0.075932927429676
65,0.0148259922862052,0.0174767337739467,0.0230950936675071,0.0235218256711959,0.0631106793880462,0.072668932378292,0.0741536915302276,0.0811101794242858
66,0.0147823067381978,0.017166793346405,0.0228510368615388,0.0232300367206335,0.0635674148797988,0.0712375715374946,0.0729635134339332,0.080170951783657
67,0.0148605993017554,0.0176688805222511,0.0232019498944282,0.0234687197953462,0.0658958107233047,0.0754316076636314,0.0763072073459625,0.0831480249762535
68,0.0148611878976225,0.0169977582991123,0.0228257253766059,0.0228043757379055,0.0664389431476593,0.07193523645401,0.0751899927854538,0.0810088068246841
69,0.0147298229858279,0.017168004065752,0.0227790307253599,0.0230590440332889,0.0641705095767974,0.0719272121787071,0.0733408331871032,0.0802425444126129
70,0.0149890920147299,0.017800610512495,0.0233436226844787,0.0234009660780429,0.0690037459135055,0.0777104049921035,0.0791012048721313,0.0856882706284523
71,0.0147266397252678,0.0165932904928922,0.0223929099738597,0.0227204412221908,0.0614066906273365,0.0670110657811164,0.0696407333016395,0.0761888623237609
72,0.0147083755582571,0.0171927977353334,0.0228444635868072,0.0233891867101192,0.059308037161827,0.0686410963535308,0.0699860751628875,0.076988473534584
73,0.0146777769550681,0.0169950556010007,0.0226703267544507,0.022862484678626,0.0618699416518211,0.070511907339096,0.0720365345478057,0.0786791816353797
74,0.014774733223021,0.0167406294494867,0.0224796384572982,0.0227825231850147,0.0613676123321056,0.0670245066285133,0.0696352198719978,0.0753928795456886
75,0.0146980211138725,0.0171584878116846,0.0228661373257637,0.0229374375194311,0.0650413408875465,0.0732372105121612,0.075047917664051,0.0814138278365135
76,0.0145891541615128,0.0173679459840059,0.0229932516813278,0.0233865212649106,0.061006274074316,0.0701153054833412,0.0715046152472496,0.0781518444418907
77,0.0149423293769359,0.0170768648386001,0.0228007268160581,0.0235283859074115,0.0569244138896465,0.0659196525812149,0.067304328083992,0.0743306502699852
78,0.0148297110572457,0.0167728587985038,0.0226194467395544,0.0225018206983804,0.0676400363445282,0.0713090077042579,0.0748012959957122,0.080352783203125
79,0.0144843338057398,0.0169048197567462,0.0226254761219024,0.0228723231703043,0.0607868991792202,0.0688103958964347,0.0708207413554191,0.0770205482840538
