Unnamed: 0,stl_period,stl_resid,stl_trend_std,stl_trend_coef,corr_mean,corr_stl
LKQ & LEN_0,10,0.66046908874,0.028081767097550985,-0.006312522801818181,0.3100917826666667,0.38737843858678006
LKQ & TGT_0,10,0.6039354868799999,0.046154796794906715,-0.007680505960909088,0.28732840361904755,0.41693238768242236
LKQ & YUM_0,10,0.4954230549950001,0.0819039569026533,-0.021685930349090915,0.40794419642857144,0.3909906549361105
LKQ & TJX_0,10,0.5508044350899998,0.06700668459482388,-0.007239867630000006,0.4930491601904762,0.35033020764342593
LKQ & GRMN_0,10,1.1109194896949999,0.0741497750719498,-0.021245586197272733,0.32949544066666675,0.5120914925157303
LKQ & MCD_0,10,0.5310863817199996,0.049853050381298156,-0.01104768801227273,0.24209407366666666,0.3964936698742257
LKQ & DRI_0,10,0.2899477959950002,0.037398885063394775,-0.004354095897272735,0.4285426983809523,0.32306291599479814
LKQ & HBI_0,10,1.265124754325,0.04797169915100048,0.00927128245454546,0.2806091152380952,0.4502474043435446
LKQ & GPS_0,10,1.2195749568999998,0.08721497214249234,-0.024935166556818194,0.19907685571428566,0.5437953426077295
LKQ & SBUX_0,10,0.8334251820549998,0.07700141345524304,-0.0198620337109091,0.39462301409523803,0.4884502705687177
LKQ & TSCO_0,10,0.5617592317649996,0.05026415294838145,0.002389540151818186,0.5437265263809523,0.331132651459688
LKQ & WYN_0,10,0.5964244395799999,0.1665057815750966,-0.04832612188954546,0.35088593752380953,0.48194054122427926
LKQ & MGM_0,10,1.4801671300099994,0.0826251682878177,-0.016802265590454557,0.2620452376666667,0.5183485163322566
LKQ & MAT_0,10,0.7109087171399993,0.05108872776960869,-0.004855378056363634,0.5018261275714286,0.2884611282346987
LKQ & ROST_0,10,0.5655027849899998,0.09643354304027628,-0.024167749117272735,0.47978136700000007,0.3729593299457235
LKQ & IPG_0,8,0.8251654863789066,0.1487596570917509,-0.03502584875377748,0.38987307800000004,0.4468400445010657
LKQ & PVH_0,10,0.8377807834000002,0.06048737809870827,0.013350052554545452,0.5271046619047619,0.3814299939805035
LKQ & VFC_0,10,0.6202986471750003,0.08872224629881477,-0.024321730336363635,0.4219839609523809,0.40661593090374437
LKQ & EXPE_0,10,1.0015949764250003,0.06940448338855326,-0.015795159300000007,0.30288358285714295,0.4789579949677061
LKQ & JWN_0,10,0.6703848058549998,0.1473359137500748,-0.04268216513318184,0.37494622604761907,0.41811707472661186
LKQ & GPC_0,10,1.2289245100249997,0.14368721893269415,-0.03525643112272729,0.4497133247619049,0.47566316235090056
LKQ & DIS_0,10,1.4218498345400001,0.06107802861708982,-0.010923295148636372,0.42083840847619053,0.3875318894253862
LKQ & FL_0,10,0.8788384645749996,0.06559507298176584,-0.016871731868181826,0.35674679809523807,0.3930204272629481
LKQ & AAP_0,10,1.1494954438049998,0.031735913316148376,-0.0012058950009090899,0.2926521789047619,0.44009753654352635
LKQ & KSS_0,10,0.3558795343750002,0.07007355628789161,-0.020559602095454554,0.2710646614761905,0.46391998534882456
LKQ & TIF_0,10,0.39170905139999945,0.042112354637189854,-0.009042978231818185,0.5214410819047619,0.3067995228456439
LKQ & HAS_0,10,0.9957841520000006,0.09759888769514134,0.02505250592272729,0.4090716040952382,0.3746494262337476
LKQ & DHI_0,10,0.5378560454349997,0.05105571507824427,-0.013017925239545458,0.22978264547619046,0.35345494476547523
LKQ & MHK_0,10,0.31527508165499973,0.04856483805873435,0.014122077237272728,0.5019518827142858,0.3074274789573921
LKQ & UAA_0,10,1.7182768513999995,0.12328794693305238,-0.03303176459090912,0.34872894714285724,0.521233091321011
LKQ & KMX_0,10,0.6996969546349994,0.05924889643261617,-0.01250843650909092,0.46194519399999995,0.36078021468504734
LKQ & BBY_0,10,0.47272374797500005,0.0537356928281004,-0.0026594568499999985,0.20215650595238102,0.5633235418783158
LKQ & CMCSA_0,10,1.1358075746099998,0.08585493145557122,-0.02052219972545456,0.47010534076190486,0.32399388654593153
LKQ & LEG_0,10,1.1528274882499998,0.0894311925210498,-0.020593318890909096,0.3458778407142857,0.4636022071149073
LKQ & VIAB_0,10,1.1455915785149995,0.11195421198393701,-0.026357304315454563,0.422339774095238,0.42184333757917847
LKQ & CCL_0,10,0.9836973678,0.0955304246973317,-0.02448846374545455,0.37275667047619054,0.35515948342382997
LKQ & LB_0,10,1.1317235898499995,0.1508397610076857,-0.0357604047909091,0.3342874280952381,0.47872091237163367
LKQ & HOG_0,10,0.599876353265,0.02765698270186586,-0.0035473220981818224,0.4060416571428571,0.44497188524035935
LKQ & F_0,10,1.215574835105,0.07930317486150532,-0.017961141219090915,0.2530222600952381,0.46024638891516556
LKQ & AZO_0,10,1.1588301073749996,0.10460242095964421,-0.028973820931818203,0.3042956328571428,0.4295314931068603
LKQ & RL_0,10,0.2812095011074993,0.08055258404646896,-0.02003108147727274,0.40143923657142855,0.36940541084981743
LKQ & DISCA_0,10,0.07282007072500003,0.03173337827074948,-0.007453602800000009,0.41901957952380947,0.28435205725904694
LKQ & FOXA_0,10,0.5554213728249993,0.04783836431476497,-0.000495086865909098,0.5047459621428572,0.4108915614097934
LKQ & PHM_0,10,1.0340206375349996,0.09136565389963797,0.02206278430045456,0.2463180793333334,0.3931000871389612
LKQ & AMZN_0,10,0.8134138109019996,0.07535116306642008,-0.01954651314254546,0.45687837839999995,0.37445382419923867
LKQ & WHR_0,10,0.32447900145500014,0.07376083043744405,0.020067083604545455,0.303779835,0.4851118033467825
LKQ & NKE_0,10,0.6290813126699999,0.04736167907009676,-0.003338166771363634,0.457513711047619,0.361253325426323
LKQ & SNA_0,10,1.5657745784249997,0.05629371557846651,-0.004121740686363632,0.5171062166666668,0.33572141997469246
LKQ & M_0,10,1.337811090930001,0.0626741465928078,-0.016869591312272735,0.40517602023809524,0.43392866845369155
LKQ & FOX_0,10,0.41922697962499944,0.04018599868723257,0.004003494595454552,0.49413738904761917,0.40366253158546456
LKQ & ULTA_0,10,1.0858514921099993,0.10190520436065076,-0.025796154771818187,0.4016678763809524,0.39155254757936914
LKQ & GT_0,10,1.3091107712249994,0.05648507573181634,-0.013609586525000003,0.43926182785714285,0.4048164069824453
LKQ & CMG_0,10,1.1224253002649995,0.1663733415788077,-0.04598801940727275,0.22279363104761907,0.4935908110492136
LKQ & LOW_0,10,1.0851403510174995,0.060828259863754265,-0.0012160262159091,0.25830597614285716,0.5376591679992696
LKQ & TWX_0,10,0.87539403395,0.05202582423859774,-0.005322187463636355,0.48962833999999994,0.3551228129279474
LKQ & HD_0,10,0.4796953456299997,0.06723297116776543,-0.0070170473836363816,0.339764746,0.43069639446960206
LKQ & CBS_0,10,1.5711164929749994,0.13452259519348442,-0.028986299760000007,0.4421536402428572,0.47128896508099954
LEN & TGT_0,10,1.1919045449999999,0.15185075503219073,-0.042303036413636384,0.3739389114285714,0.4062150904448631
LEN & YUM_0,10,1.3238462849,0.08317988741140989,-0.011339745981818191,0.2746686990476191,0.45603060238883564
LEN & TJX_0,10,0.8945486315999994,0.054759617096607364,-0.010393630627272735,0.41720498285714286,0.3692066549700399
LEN & GRMN_0,10,0.37081195899000063,0.0962973749309338,-0.028175066944090933,0.39038721204761906,0.335462580642481
LEN & MCD_0,10,1.6126560215699999,0.09987182056334551,0.026547183215454562,0.17632079647619045,0.4736025482964259
LEN & DRI_0,10,1.5502234789249998,0.07072266907285837,-0.011132782102272731,0.3419387983333333,0.3801780192479942
LEN & HBI_0,10,0.9106024930849999,0.07814229239664151,0.014903849566363639,0.27597251495238107,0.46213105732770393
LEN & GPS_0,10,0.719818081125,0.14266471173164053,-0.041864697234090927,0.3750481992857143,0.42597180470550844
LEN & SBUX_0,10,0.85839717142,0.10556917158465394,-0.0314153359918182,0.31792972676190473,0.4771080432161613
LEN & TSCO_0,10,0.8759765658600003,0.04980432378294563,-0.012766115034545462,0.3417449312380952,0.4161003839188555
LEN & WYN_0,10,1.1886564055999993,0.03028199669470643,0.004094228418181822,0.4334845904761905,0.3847471486777206
LEN & MGM_0,10,0.45479554550000034,0.08678846727636048,-0.025294858050000018,0.3700373642857143,0.4099158620847522
LEN & MAT_0,9,1.423070025432099,0.14775187952510724,-0.0306436243064713,0.25882105504761915,0.46607457250222395
LEN & ROST_0,10,0.9480635810500005,0.0894232536458697,-0.023037851659090915,0.4195169912857143,0.37254612908700785
LEN & IPG_0,10,0.42400182889500004,0.07520244175520253,-0.020952344496363646,0.4109355329523809,0.36122802927111974
LEN & PVH_0,10,1.2554125620250003,0.12290185780188324,-0.03361185663181819,0.327989100952381,0.45986521340926867
LEN & VFC_0,10,1.0517154802850006,0.09336124845667332,-0.023960479342727277,0.3657354748095238,0.4087157215098031
LEN & EXPE_0,10,0.7202501351224999,0.09570672236706808,0.027082165659545465,0.17054327819047616,0.4107747046120247
LEN & JWN_0,10,0.4148761079500001,0.08649082644039775,-0.0239068721609091,0.4215801592380952,0.3877450996254799
