epoch,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
1.0,0.21957916021347046,0.34579703211784363,0.30358976125717163,0.30748337507247925,0.3666043281555176,0.4638318121433258,0.437155544757843,0.4370063245296478
2.0,0.2191982865333557,0.346517413854599,0.3035304844379425,0.3080281913280487,0.36592361330986023,0.4641926884651184,0.43679696321487427,0.4372659921646118
3.0,0.22159919142723083,0.34808671474456787,0.30609628558158875,0.30960986018180847,0.36790695786476135,0.4647673964500427,0.4383832812309265,0.4380563795566559
4.0,0.22397875785827637,0.35078200697898865,0.30917903780937195,0.3119736313819885,0.36966341733932495,0.46579691767692566,0.43998900055885315,0.43907293677330017
5.0,0.224600151181221,0.3519309163093567,0.3102375864982605,0.3129809498786926,0.37002629041671753,0.4662454128265381,0.440439373254776,0.43950155377388
6.0,0.2245997041463852,0.35109731554985046,0.30977028608322144,0.31227388978004456,0.3702251613140106,0.4659416973590851,0.440388023853302,0.43921035528182983
7.0,0.22460037469863892,0.35114234685897827,0.30979642271995544,0.31231147050857544,0.3702148199081421,0.46595823764801025,0.4403917193412781,0.43922579288482666
8.0,0.22459985315799713,0.351046621799469,0.30974143743515015,0.3122304081916809,0.37023717164993286,0.46592360734939575,0.4403854012489319,0.43919190764427185
9.0,0.2245996743440628,0.3511674106121063,0.30980929732322693,0.3123328685760498,0.37020811438560486,0.4659675061702728,0.4403926730155945,0.4392344057559967
10.0,0.22459906339645386,0.35174039006233215,0.3101300299167633,0.31281912326812744,0.3700698912143707,0.46617546677589417,0.4404265284538269,0.4394342005252838
11.0,0.22459927201271057,0.3518465459346771,0.3101898729801178,0.31290945410728455,0.3700444996356964,0.4662148356437683,0.440433531999588,0.43947193026542664
12.0,0.22459940612316132,0.3516916334629059,0.3101029098033905,0.31277772784233093,0.37008169293403625,0.4661572277545929,0.4404236078262329,0.4394170045852661
13.0,0.22459803521633148,0.35155418515205383,0.3100251257419586,0.3126605153083801,0.37011370062828064,0.46610745787620544,0.44041508436203003,0.43936887383461
14.0,0.22460074722766876,0.35095468163490295,0.30969059467315674,0.31215283274650574,0.37026140093803406,0.4658908545970917,0.44038012623786926,0.4391612708568573
15.0,0.22460028529167175,0.35105904936790466,0.3097487986087799,0.3122408092021942,0.3702349066734314,0.46592795848846436,0.4403860569000244,0.43919676542282104
16.0,0.22460031509399414,0.35205337405204773,0.31030628085136414,0.31308501958847046,0.36999696493148804,0.466290146112442,0.4404466152191162,0.4395442008972168
17.0,0.22459904849529266,0.35179635882377625,0.31016111373901367,0.3128660321235657,0.3700568377971649,0.4661952555179596,0.44043028354644775,0.43945348262786865
18.0,0.2245987504720688,0.3515204191207886,0.3100070059299469,0.312632292509079,0.3701215088367462,0.46609601378440857,0.44041338562965393,0.43935760855674744
19.0,0.22459934651851654,0.35133078694343567,0.3099011480808258,0.31247150897979736,0.3701678514480591,0.4660264551639557,0.44040265679359436,0.4392908811569214
20.0,0.22459837794303894,0.3514968752861023,0.3099936246871948,0.31261253356933594,0.37012746930122375,0.4660870134830475,0.4404117465019226,0.43934887647628784
21.0,0.22459794580936432,0.3515941798686981,0.3100474178791046,0.31269457936286926,0.3701038062572479,0.4661217927932739,0.44041794538497925,0.43938302993774414
22.0,0.2245979905128479,0.35144519805908203,0.309964656829834,0.3125682771205902,0.3701402246952057,0.4660682678222656,0.4404086172580719,0.4393307864665985
23.0,0.2245994359254837,0.35118234157562256,0.30981743335723877,0.31234559416770935,0.3702039122581482,0.46597233414649963,0.44039326906204224,0.439239501953125
24.0,0.22460472583770752,0.35237568616867065,0.310488760471344,0.3133592903614044,0.36992406845092773,0.466409295797348,0.440468430519104,0.4396589994430542
25.0,0.22460883855819702,0.35265740752220154,0.3106478452682495,0.31359899044036865,0.3698611855506897,0.46651265025138855,0.4404882490634918,0.4397592842578888
26.0,0.2245987057685852,0.35184144973754883,0.31018659472465515,0.31290504336357117,0.3700450658798218,0.46621277928352356,0.44043266773223877,0.43946993350982666
27.0,0.22460249066352844,0.3522515892982483,0.31041792035102844,0.3132534325122833,0.3699512779712677,0.4663625955581665,0.4404597580432892,0.4396144151687622
28.0,0.22459793090820312,0.3514333963394165,0.3099578022956848,0.3125585913658142,0.37014245986938477,0.4660632014274597,0.4404076635837555,0.4393260180950165
29.0,0.22460290789604187,0.3522912561893463,0.31044045090675354,0.3132871389389038,0.3699425756931305,0.4663774073123932,0.44046249985694885,0.439628541469574
30.0,0.224604532122612,0.3524365723133087,0.3105224072933197,0.31341081857681274,0.36990922689437866,0.4664316177368164,0.44047167897224426,0.43967998027801514
31.0,0.22459928691387177,0.3520568013191223,0.31030702590942383,0.31308794021606445,0.36999472975730896,0.4662911295890808,0.44044622778892517,0.43954533338546753
32.0,0.22459959983825684,0.3512668013572693,0.3098653256893158,0.3124171793460846,0.37018412351608276,0.46600279211997986,0.4403989315032959,0.439269095659256
33.0,0.22460223734378815,0.3521735966205597,0.31037428975105286,0.313187837600708,0.36996912956237793,0.4663347601890564,0.44045519828796387,0.4395873248577118
34.0,0.22460290789604187,0.35229092836380005,0.310440331697464,0.3132864534854889,0.3699427843093872,0.4663771390914917,0.4404619634151459,0.439628541469574
35.0,0.22459983825683594,0.35119500756263733,0.30982527136802673,0.3123565912246704,0.3702012300491333,0.4659776985645294,0.4403946101665497,0.43924421072006226
36.0,0.2246057093143463,0.3524603247642517,0.3105362355709076,0.31343093514442444,0.3699052333831787,0.4664405286312103,0.44047412276268005,0.43968895077705383
37.0,0.22460030019283295,0.3520006537437439,0.3102762997150421,0.31304028630256653,0.3700084090232849,0.46627068519592285,0.4404434561729431,0.4395256042480469
38.0,0.22459803521633148,0.3516935706138611,0.3101034164428711,0.3127792179584503,0.3700798451900482,0.4661581516265869,0.44042322039604187,0.4394175112247467
39.0,0.22459755837917328,0.3513910174369812,0.3099334239959717,0.3125222623348236,0.37015247344970703,0.46604833006858826,0.44040459394454956,0.4393121302127838
40.0,0.22459885478019714,0.3517110347747803,0.31011348962783813,0.3127940893173218,0.37007662653923035,0.46616485714912415,0.4404248595237732,0.4394238293170929
41.0,0.22460010647773743,0.35117262601852417,0.3098132014274597,0.3123377561569214,0.3702071011066437,0.4659694731235504,0.4403935372829437,0.43923646211624146
42.0,0.22460681200027466,0.35066837072372437,0.30953356623649597,0.3119107186794281,0.37033703923225403,0.46578747034072876,0.44036781787872314,0.4390626549720764
43.0,0.2245984822511673,0.35152965784072876,0.31001201272010803,0.31264030933380127,0.3701193928718567,0.46609893441200256,0.44041314721107483,0.43936097621917725
44.0,0.2245977520942688,0.35124659538269043,0.30985215306282043,0.31239983439445496,0.3701877295970917,0.4659961760044098,0.44039568305015564,0.43926170468330383
45.0,0.22459833323955536,0.3512748181819916,0.30986857414245605,0.31242382526397705,0.37018126249313354,0.4660065174102783,0.44039809703826904,0.43927162885665894
46.0,0.2245987504720688,0.3516796827316284,0.3100961148738861,0.31276750564575195,0.37008386850357056,0.46615326404571533,0.44042325019836426,0.4394127130508423
47.0,0.22459913790225983,0.3511621057987213,0.3098062574863434,0.3123284578323364,0.3702091872692108,0.46596577763557434,0.44039222598075867,0.43923231959342957
48.0,0.224599689245224,0.3511006832122803,0.30977189540863037,0.3122762143611908,0.3702239990234375,0.4659428298473358,0.44038844108581543,0.4392109513282776
49.0,0.2246011644601822,0.35092276334762573,0.3096723258495331,0.31212568283081055,0.37026938796043396,0.46587905287742615,0.4403783679008484,0.43914955854415894
50.0,0.22460028529167175,0.35097065567970276,0.3096993863582611,0.3121665120124817,0.37025684118270874,0.4658965468406677,0.44038116931915283,0.43916651606559753
51.0,0.22460593283176422,0.3506207764148712,0.3095061779022217,0.31187015771865845,0.37034761905670166,0.4657701849937439,0.4403640031814575,0.43904638290405273
52.0,0.22459837794303894,0.3517824411392212,0.3101533353328705,0.3128544092178345,0.37005895376205444,0.466190904378891,0.44042903184890747,0.43944811820983887
53.0,0.22459809482097626,0.3517087996006012,0.3101116120815277,0.3127918839454651,0.3700762093067169,0.466164231300354,0.44042399525642395,0.4394227862358093
54.0,0.22459708154201508,0.35130074620246887,0.3098824620246887,0.31244608759880066,0.3701734244823456,0.46601560711860657,0.4403987228870392,0.43928027153015137
55.0,0.2245972901582718,0.35142797231674194,0.3099541962146759,0.3125537633895874,0.3701426088809967,0.4660613536834717,0.440406858921051,0.43932467699050903
56.0,0.22460223734378815,0.35222524404525757,0.3104032278060913,0.31323128938674927,0.3699577748775482,0.46635329723358154,0.44045794010162354,0.43960532546043396
57.0,0.2245984524488449,0.35176020860671997,0.3101409673690796,0.31283578276634216,0.3700646162033081,0.4661823511123657,0.44042763113975525,0.4394403100013733
