epoch,TRAIN_MSE,DEV_MSE,TEST1_MSE,TEST2_MSE,TRAIN_MAE,DEV_MAE,TEST1_MAE,TEST2_MAE
1.0,3.063591957092285,3.123185157775879,3.1290175914764404,3.1487460136413574,0.27401110529899597,0.3336038887500763,0.33943647146224976,0.3591664433479309
2.0,2.4133217334747314,2.4796674251556396,2.483590841293335,2.5083506107330322,0.27268290519714355,0.33902543783187866,0.3429484963417053,0.367707222700119
3.0,1.9596784114837646,2.0279085636138916,2.0312108993530273,2.0569863319396973,0.27385836839675903,0.3420856297016144,0.34539172053337097,0.3711656630039215
4.0,1.5967493057250977,1.668008804321289,1.6703683137893677,1.6954518556594849,0.27683907747268677,0.3480975925922394,0.3504580557346344,0.3755406439304352
5.0,1.4049383401870728,1.4784471988677979,1.48024582862854,1.5055204629898071,0.27766361832618713,0.35117360949516296,0.3529721200466156,0.37824758887290955
6.0,1.2303345203399658,1.3042912483215332,1.305988073348999,1.3314502239227295,0.2776634395122528,0.3516193628311157,0.3533167243003845,0.37877872586250305
7.0,1.0556977987289429,1.1284170150756836,1.130395531654358,1.1553434133529663,0.27766886353492737,0.3503878712654114,0.3523665964603424,0.3773135244846344
8.0,0.8810864686965942,0.9547752737998962,0.9565331935882568,0.9818847179412842,0.2776621878147125,0.35134974122047424,0.3531080484390259,0.3784586787223816
9.0,0.706501305103302,0.7802544832229614,0.7819976806640625,0.8073756694793701,0.2776623070240021,0.35141491889953613,0.3531593084335327,0.37853607535362244
10.0,0.5318750143051147,0.6051903963088989,0.6070342063903809,0.6322289109230042,0.2776634991168976,0.350978821516037,0.3528216481208801,0.37801703810691833
11.0,0.35727500915527344,0.4317554235458374,0.4333338439464569,0.4590161144733429,0.27766725420951843,0.3521476089954376,0.35372549295425415,0.37940818071365356
12.0,0.2778449058532715,0.35170793533325195,0.353426069021225,0.3788486123085022,0.2776632010936737,0.3515259325504303,0.35324427485466003,0.3786666989326477
13.0,0.2778741419315338,0.3526860773563385,0.35418882966041565,0.3800068199634552,0.27767232060432434,0.3524836003780365,0.3539871275424957,0.3798045217990875
14.0,0.2778489291667938,0.3513166308403015,0.3531252443790436,0.3783820867538452,0.27766260504722595,0.35113027691841125,0.35293880105018616,0.3781956434249878
15.0,0.2778436243534088,0.3518364429473877,0.35352566838264465,0.37900328636169434,0.27766308188438416,0.35165634751319885,0.35334548354148865,0.378822922706604
16.0,0.27782803773880005,0.3510741889476776,0.35293328762054443,0.3780999779701233,0.2776641845703125,0.35090991854667664,0.3527691066265106,0.37793588638305664
17.0,0.27783438563346863,0.3521743714809418,0.3537848889827728,0.3794069290161133,0.2776660621166229,0.35200580954551697,0.353615939617157,0.379238098859787
